Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
851.70834	851.7075	.0008	TG 48:0	C51H98O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 48:0
850.52506	850.5205	.0046	PC 36:5;O3	C44H78NO11PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 36:5;O3
850.52506	850.5263	.0012	Hex2Cer 30:1;O2	C42H79NO13Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 30:1;O2
850.52506	850.5333	.0083	PC 38:6	C46H80NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PC 38:6
850.52506	850.5333	.0083	PE 41:6	C46H80NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE 41:6
851.54278	851.5433	.0005	PI O-38:6	C47H81O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI O-38:6
904.8297	904.8328	.0031	TG 54:2	C57H106O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 54:2
851.61654	851.6160	.0005	PG 43:4	C49H89O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 43:4
851.61654	851.6203	.0037	Hex2Cer 32:1;O2	C44H83NO13	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 32:1;O2
851.61654	851.6136	.0029	TG 49:7	C52H86O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 49:7
851.61654	851.6112	.0053	PG O-39:0	C45H91O9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:0
889.75652	889.7643	.0078	TG 56:6	C59H102O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 56:6
849.64054	849.6391	.0014	TG 54:12	C57H86O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 54:12
849.64054	849.6328	.0078	PS 39:1	C45H86NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 39:1
850.68472	850.6895	.0048	PG O-41:1	C47H93O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-41:1
850.68472	850.6919	.0072	TG 51:8	C54H88O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 51:8
851.56851	851.5644	.0041	PI 35:1	C44H83O13P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI 35:1
851.56851	851.5773	.0087	PG 40:3	C46H85O10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PG 40:3
851.56851	851.5748	.0063	PG 38:0	C44H87O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 38:0
576.50592	576.4962	.0097	Cer 34:1;O3	C34H67NO4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=Cer 34:1;O3
850.4511	850.4605	.0094	PS 38:7	C44H72NO10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PS 38:7
850.69534	850.6919	.0034	TG 51:8	C54H88O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 51:8
850.69534	850.6895	.0058	PG O-41:1	C47H93O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-41:1
849.53421	849.5276	.0066	PI O-38:7	C47H79O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI O-38:7
849.53421	849.5389	.0046	PS 40:8	C46H74NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 40:8
849.53421	849.5381	.0039	PA 44:6	C47H81O8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PA 44:6
890.55453	890.5565	.0020	TG 53:18;O2	C56H72O8	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 53:18;O2
849.456	849.4524	.0036	PI 34:6	C43H71O13PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PI 34:6
849.456	849.4500	.0060	PI 32:3	C41H73O13PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PI 32:3
849.456	849.4653	.0093	PG 39:8	C45H73O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 39:8
851.69469	851.6976	.0030	SM 43:1;O2	C48H97N2O6PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=SM 43:1;O2
851.69469	851.6848	.0099	PS O-40:0	C46H92NO9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS O-40:0
850.77628	850.7858	.0095	TG 50:1	C53H100O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 50:1
851.51444	851.5069	.0076	PI 37:6	C46H77O13P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI 37:6
851.51444	851.5173	.0029	PG O-40:7	C46H79O9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG O-40:7
850.59056	850.5956	.0051	PS O-42:6	C48H84NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS O-42:6
850.59056	850.5956	.0051	PS 42:4	C48H86NO10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PS 42:4
850.59056	850.5932	.0027	PS O-40:3	C46H86NO9PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PS O-40:3
850.59056	850.5908	.0003	PS O-38:0	C44H88NO9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PS O-38:0
850.47091	850.4630	.0080	PS 40:10	C46H70NO10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PS 40:10
850.55323	850.5593	.0060	PS 41:6	C47H80NO10P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS 41:6
850.55323	850.5569	.0036	PS 39:3	C45H82NO10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PS 39:3
850.55323	850.5440	.0092	PI 34:3	C43H77O13P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PI 34:3
850.55323	850.5544	.0012	PS 37:0	C43H84NO10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PS 37:0
850.5694	850.5697	.0003	PE O-42:6	C47H84NO7PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE O-42:6
849.51963	849.5276	.0080	PI O-38:7	C47H79O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI O-38:7
850.629	850.6320	.0030	PC 41:5	C49H88NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 41:5
850.629	850.6320	.0030	PE 44:5	C49H88NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PE 44:5
850.629	850.6296	.0006	PC 39:2	C47H90NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 39:2
850.629	850.6296	.0006	PE 42:2	C47H90NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PE 42:2
849.47333	849.4653	.0080	PG 39:8	C45H73O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 39:8
849.83073	849.8269	.0038	FA 55:1;O3	C55H108O5	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 55:1;O3
849.83073	849.8382	.0074	ACer 54:1;O2	C54H105NO4	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=ACer 54:1;O2
849.54816	849.5488	.0006	PI 35:2	C44H81O13P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI 35:2
849.54816	849.5389	.0093	PS 40:8	C46H74NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 40:8
851.59137	851.6008	.0094	PI O-36:1	C45H87O12P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI O-36:1
849.61523	849.6215	.0063	PI O-37:0	C46H91O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI O-37:0
849.61523	849.6116	.0036	PC 40:7	C48H82NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 40:7
849.61523	849.6162	.0010	CL 86:4	C95H178O17P2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=CL 86:4
849.60386	849.5964	.0075	PC 36:3;O3	C44H82NO11P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 36:3;O3
849.60386	849.6116	.0078	PC 40:7	C48H82NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 40:7
849.60386	849.5980	.0059	TG 49:8	C52H84O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 49:8
849.60386	849.5956	.0083	PG O-39:1	C45H89O9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:1
849.50628	849.5065	.0002	PG 44:12	C50H75O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 44:12
850.51282	850.5205	.0076	PC 36:5;O3	C44H78NO11PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 36:5;O3
877.85336	877.8582	.0049	FA 57:1;O3	C57H112O5	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 57:1;O3
848.77104	848.7702	.0009	TG 50:2	C53H98O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 50:2
831.74219	831.7436	.0014	TG 50:2	C53H98O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 50:2
831.74219	831.7396	.0026	HexCer 42:0;O2	C48H95NO8	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=HexCer 42:0;O2
577.51769	577.5190	.0013	DG 34:1	C37H70O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 34:1
849.44268	849.4524	.0098	PI 34:6	C43H71O13PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PI 34:6
849.44268	849.4500	.0074	PI 32:3	C41H73O13PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PI 32:3
850.57831	850.5804	.0021	PI O-35:3	C44H81O12P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PI O-35:3
850.57831	850.5697	.0086	PE O-42:6	C47H84NO7PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE O-42:6
849.48292	849.4912	.0083	PI 37:7	C46H75O13P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI 37:7
849.48292	849.4864	.0035	PI O-33:3	C42H77O12PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PI O-33:3
890.66146	890.6633	.0019	PC 44:6	C52H92NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 44:6
890.66146	890.6563	.0051	Hex2Cer 36:1;O2	C48H91NO13	[M+H]+	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 36:1;O2
890.66146	890.6609	.0005	PC 42:3	C50H94NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 42:3
890.66146	890.6585	.0029	PC 40:0	C48H96NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PC 40:0
890.66146	890.6585	.0029	PE 43:0	C48H96NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE 43:0
850.65637	850.6660	.0096	PC O-40:2	C48H94NO7PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC O-40:2
850.65637	850.6532	.0032	PG 40:1	C46H89O10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG 40:1
849.58102	849.5851	.0041	PI O-36:2	C45H85O12P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI O-36:2
849.58102	849.5851	.0041	PI 36:0	C45H87O13P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI 36:0
578.5214	578.5143	.0071	Cer 36:3;O3	C36H67NO4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=Cer 36:3;O3
578.5214	578.5119	.0095	Cer 34:0;O3	C34H69NO4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=Cer 34:0;O3
578.5214	578.5143	.0071	FAHFA 36:3;O	C36H64O4	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 36:3;O
851.629	851.6273	.0017	PC 40:6	C48H84NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 40:6
851.629	851.6273	.0017	PE 43:6	C48H84NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PE 43:6
851.629	851.6203	.0087	Hex2Cer 32:1;O2	C44H83NO13	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 32:1;O2
850.64323	850.6532	.0099	PG 40:1	C46H89O10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG 40:1
832.74567	832.7389	.0068	TG 49:3	C52H94O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 49:3
850.67006	850.6684	.0016	PC O-42:5	C50H92NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:5
850.67006	850.6684	.0016	PC 42:3	C50H94NO8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC 42:3
850.67006	850.6660	.0041	PC O-40:2	C48H94NO7PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC O-40:2
850.67006	850.6742	.0042	HexCer 42:1;O3	C48H93NO9Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=HexCer 42:1;O3
601.51755	601.5190	.0015	DG 36:3	C39H70O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 36:3
941.88728	941.8895	.0023	TG 59:1	C62H118O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 59:1
547.47106	547.4721	.0010	FAHFA 35:3;O	C35H62O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 35:3;O
547.47106	547.4721	.0010	DG 32:2	C35H64O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 32:2
851.48352	851.4881	.0046	TG 53:20;O2	C56H68O8	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 53:20;O2
851.48352	851.4809	.0026	PG 39:7	C45H75O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 39:7
872.70319	872.7103	.0071	PC 42:1	C50H98NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 42:1
664.45594	664.4548	.0011	PS O-28:1	C34H66NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS O-28:1
664.45594	664.4652	.0093	CerP 34:0;O2	C34H70NO6PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=CerP 34:0;O2
579.52518	579.5347	.0095	DG 34:0	C37H72O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 34:0
849.56143	849.5640	.0026	PG 42:7	C48H81O10P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG 42:7
849.56143	849.5616	.0002	PG 40:4	C46H83O10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PG 40:4
849.56143	849.5592	.0022	PG 38:1	C44H85O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 38:1
853.72454	853.7280	.0034	TG 52:5	C55H96O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 52:5
853.72454	853.7256	.0010	TG 50:2	C53H98O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 50:2
663.45266	663.4595	.0069	PG 29:0	C35H69O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 29:0
550.49045	550.4830	.0075	Cer 34:3;O3	C34H63NO4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=Cer 34:3;O3
550.49045	550.4830	.0075	FAHFA 34:3;O	C34H60O4	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 34:3;O
823.69793	823.7051	.0072	SM 44:2;O2	C49H97N2O6P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SM 44:2;O2
823.63434	823.6324	.0020	PE O-42:6	C47H84NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PE O-42:6
856.73421	856.7389	.0046	TG 51:5	C54H94O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 51:5
855.73133	855.7412	.0099	TG 50:1	C53H100O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 50:1
855.73133	855.7396	.0083	HexCer 44:2;O2	C50H95NO8	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=HexCer 44:2;O2
890.63011	890.6386	.0084	SHexCer 42:2;O2	C48H91NO11S	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SHexCer 42:2;O2
890.63011	890.6386	.0084	SHexCer 42:1;O3	C48H93NO12S	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SHexCer 42:1;O3
890.63011	890.6221	.0080	PS O-41:1	C47H92NO9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PS O-41:1
824.64471	824.6528	.0081	PC O-40:4	C48H90NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC O-40:4
824.64471	824.6528	.0081	PC 40:2	C48H92NO8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC 40:2
824.64471	824.6528	.0081	PE 43:2	C48H92NO8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PE 43:2
824.64471	824.6504	.0056	PC O-38:1	C46H92NO7PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC O-38:1
824.64471	824.6504	.0056	PE O-41:1	C46H92NO7PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PE O-41:1
824.64471	824.6375	.0072	PG 38:0	C44H87O10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG 38:0
823.43379	823.4239	.0098	PI 30:4;O3	C39H67O16P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI 30:4;O3
823.43379	823.4368	.0030	PI 32:5	C41H69O13PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PI 32:5
823.43379	823.4344	.0006	PI 30:2	C39H71O13PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PI 30:2
824.5273	824.5201	.0072	PC 38:8	C46H76NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 38:8
824.5273	824.5284	.0011	PI 32:2	C41H75O13P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PI 32:2
824.5273	824.5177	.0096	PC 36:5	C44H78NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PC 36:5
824.5273	824.5177	.0096	PE 39:5	C44H78NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE 39:5
854.78403	854.7936	.0095	ACer 54:1;O2	C54H105NO4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=ACer 54:1;O2
824.47709	824.4813	.0042	PE 38:6;O	C43H74NO9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE 38:6;O
824.5057	824.5024	.0033	IPC 34:1;O2	C40H78NO11PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=IPC 34:1;O2
823.56797	823.5695	.0015	PI O-34:1	C43H83O12P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI O-34:1
823.45618	823.4496	.0065	PG 37:7	C43H71O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 37:7
549.48712	549.4877	.0006	DG 32:1	C35H66O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 32:1
823.41442	823.4239	.0095	PI 30:4;O3	C39H67O16P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI 30:4;O3
823.53176	823.5331	.0013	PI 33:1	C42H79O13P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI 33:1
823.53176	823.5248	.0069	PA 44:8	C47H77O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 44:8
823.53176	823.5232	.0086	PS 38:7	C44H72NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 38:7
823.53176	823.5307	.0011	MGDG 36:4	C45H78O10Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=MGDG 36:4
823.53176	823.5224	.0093	PA 42:5	C45H79O8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PA 42:5
823.49426	823.4908	.0034	PG 42:11	C48H73O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 42:11
823.49426	823.5025	.0082	SQDG 38:6	C45H76O12S	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SQDG 38:6
823.49426	823.4860	.0082	PG O-38:7	C44H75O9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG O-38:7
823.62136	823.6211	.0002	PG O-42:4	C48H89O9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG O-42:4
823.62136	823.6187	.0026	PA 43:1	C46H89O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 43:1
823.62136	823.6171	.0043	PS 37:0	C43H84NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 37:0
823.48177	823.4756	.0062	PI 35:6	C44H73O13P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI 35:6
823.48177	823.4908	.0091	PG 42:11	C48H73O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 42:11
823.48177	823.4860	.0043	PG O-38:7	C44H75O9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG O-38:7
823.61168	823.6211	.0094	PG O-42:4	C48H89O9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG O-42:4
823.61168	823.6187	.0070	PA 43:1	C46H89O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 43:1
823.61168	823.6171	.0054	PS 37:0	C43H84NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 37:0
823.55569	823.5484	.0073	PG 40:6	C46H79O10P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG 40:6
823.55569	823.5460	.0097	PG 38:3	C44H81O10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PG 38:3
822.71541	822.7181	.0027	HexCer 44:1;O2	C50H97NO8	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=HexCer 44:1;O2
824.62507	824.6164	.0087	PC 39:4	C47H86NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 39:4
824.62507	824.6164	.0087	PE 42:4	C47H86NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PE 42:4
824.62507	824.6164	.0087	PA 44:5	C47H83O8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PA 44:5
823.5918	823.5847	.0071	PG 41:4	C47H85O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 41:4
823.5918	823.5890	.0028	Hex2Cer 30:1;O2	C42H79NO13	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 30:1;O2
823.5918	823.5960	.0042	PC 38:6	C46H80NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 38:6
823.5918	823.5960	.0042	PE 41:6	C46H80NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PE 41:6
823.5081	823.5120	.0039	PI O-36:6	C45H77O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI O-36:6
823.5081	823.5025	.0056	SQDG 38:6	C45H76O12S	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SQDG 38:6
823.57924	823.5695	.0098	PI O-34:1	C43H83O12P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI O-34:1
823.57924	823.5847	.0055	PG 41:4	C47H85O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 41:4
823.57924	823.5890	.0097	Hex2Cer 30:1;O2	C42H79NO13	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 30:1;O2
823.57924	823.5799	.0007	PG O-37:0	C43H87O9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG O-37:0
823.54589	823.5484	.0025	PG 40:6	C46H79O10P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG 40:6
823.54589	823.5460	.0001	PG 38:3	C44H81O10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PG 38:3
823.54589	823.5435	.0023	PG 36:0	C42H83O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 36:0
805.7266	805.7280	.0014	TG 48:1	C51H96O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 48:1
823.44516	823.4368	.0084	PI 32:5	C41H69O13PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PI 32:5
823.44516	823.4496	.0045	PG 37:7	C43H71O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 37:7
824.55849	824.5552	.0033	SHexCer 36:1;O3	C42H81NO12S	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SHexCer 36:1;O3
824.55849	824.5647	.0062	IPC 36:0;O4	C42H84NO13P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=IPC 36:0;O4
824.55849	824.5647	.0062	PI O-33:2	C42H79O12P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PI O-33:2
824.55849	824.5541	.0044	PE O-40:5	C45H82NO7PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE O-40:5
822.75492	822.7545	.0004	TG 48:1	C51H96O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 48:1
824.66514	824.6739	.0088	PG O-39:0	C45H91O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:0
823.42547	823.4239	.0015	PI 30:4;O3	C39H67O16P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PI 30:4;O3
823.42547	823.4344	.0089	PI 30:2	C39H71O13PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PI 30:2
551.50045	551.5034	.0029	DG O-32:2	C35H66O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=DG O-32:2
551.50045	551.5034	.0029	DG 32:0	C35H68O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 32:0
823.64353	823.6535	.0100	PS O-38:0	C44H88NO9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS O-38:0
824.15617	824.1487	.0075	CoA 3:0	C24H40N7O17P3S	[M+H]+	/resources/tools/chemdb_ontology?abbrev=CoA 3:0
826.76616	826.7623	.0039	ACer 52:1;O2	C52H101NO4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=ACer 52:1;O2
523.471	523.4721	.0011	DG 30:0	C33H64O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 30:0
824.51621	824.5201	.0039	PC 38:8	C46H76NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 38:8
824.51621	824.5177	.0015	PC 36:5	C44H78NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PC 36:5
824.51621	824.5177	.0015	PE 39:5	C44H78NO8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PE 39:5
824.61342	824.6164	.0030	PC 39:4	C47H86NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 39:4
