Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
857.66189	857.6630	.0011	TG 51:7	C54H90O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 51:7
857.66189	857.6606	.0013	PG O-41:0	C47H95O9PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PG O-41:0
857.66189	857.6606	.0013	TG 49:4	C52H92O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 49:4
815.69328	815.7000	.0068	SM 42:1;O2	C47H95N2O6P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SM 42:1;O2
873.7407	873.7330	.0077	TG 55:7	C58H98O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 55:7
873.7407	873.7419	.0012	PC O-42:2	C50H98NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:2
797.60425	797.6055	.0012	PG O-40:3	C46H87O9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG O-40:3
797.60425	797.6031	.0012	PA 41:0	C44H87O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 41:0
840.70542	840.7076	.0021	TG 50:6	C53H90O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 50:6
897.74924	897.7419	.0073	PC O-44:4	C52H98NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-44:4
820.64893	820.6426	.0063	PS O-39:0	C45H90NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS O-39:0
820.64893	820.6426	.0063	PG O-39:2	C45H87O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:2
913.7232	913.7280	.0048	TG 57:10	C60H96O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 57:10
913.7232	913.7256	.0024	TG 55:7	C58H98O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 55:7
913.7232	913.7232	.0001	TG 53:4	C56H100O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 53:4
781.62994	781.6341	.0041	TG 47:6	C50H84O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 47:6
781.62994	781.6317	.0017	TG 45:3	C48H86O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 45:3
781.62994	781.6293	.0007	TG 43:0	C46H88O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 43:0
776.67417	776.6763	.0021	TG 45:3	C48H86O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 45:3
887.70763	887.7123	.0047	TG 55:9	C58H94O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 55:9
887.70763	887.7099	.0023	TG 53:6	C56H96O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 53:6
887.70763	887.7075	.0001	TG 51:3	C54H98O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 51:3
888.71146	888.7076	.0039	TG 54:10	C57H90O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 54:10
575.50191	575.5034	.0015	FAHFA 37:3;O	C37H66O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 37:3;O
575.50191	575.5034	.0015	DG 34:2	C37H68O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 34:2
846.66452	846.6582	.0063	PS O-41:1	C47H92NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS O-41:1
899.75943	899.7576	.0019	PC O-44:3	C52H100NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-44:3
818.70423	818.6997	.0045	PC O-39:0	C47H96NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC O-39:0
818.70423	818.6997	.0045	PE O-42:0	C47H96NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PE O-42:0
818.70423	818.7109	.0067	SM 41:1;O2	C46H93N2O6P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SM 41:1;O2
750.65898	750.6606	.0016	TG 43:2	C46H84O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 43:2
961.84854	961.8582	.0097	TG 61:5	C64H114O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 61:5
959.83595	959.8426	.0066	TG 61:6	C64H112O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 61:6
907.80255	907.8113	.0087	TG 57:4	C60H108O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 57:4
933.81872	933.8269	.0082	TG 59:5	C62H110O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 59:5
843.7048	843.7032	.0016	HexCer 36:1;O	C48H91NO9	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=HexCer 36:1;O
843.7048	843.7032	.0016	HexCer 42:2;O3	C48H91NO9	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=HexCer 42:2;O3
843.7048	843.6950	.0098	PC O-40:3	C48H92NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-40:3
889.65351	889.6528	.0007	PI O-40:1	C49H95O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI O-40:1
891.78187	891.7800	.0019	TG 56:5	C59H104O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 56:5
807.64622	807.6473	.0011	PG O-39:0	C45H91O9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:0
807.64622	807.6497	.0035	TG 49:7	C52H86O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 49:7
807.64622	807.6473	.0011	TG 47:4	C50H88O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 47:4
807.64622	807.6449	.0013	TG 45:1	C48H90O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 45:1
873.68148	873.6796	.0019	SM 43:1;O2	C48H97N2O6PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=SM 43:1;O2
694.60981	694.6085	.0014	Cer 42:1;O2	C42H83NO3Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=Cer 42:1;O2
710.58336	710.5847	.0013	CerP 42:2;O2	C42H82NO6P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=CerP 42:2;O2
710.58336	710.5929	.0096	DGCC 32:0	C42H81NO8	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DGCC 32:0
710.58336	710.5929	.0096	HexCer 36:1;O2	C42H81NO8	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=HexCer 36:1;O2
911.70811	911.7123	.0042	TG 57:11	C60H94O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 57:11
911.70811	911.7099	.0018	TG 55:8	C58H96O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 55:8
911.70811	911.7059	.0022	IPC 42:0;O2	C48H96NO11P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=IPC 42:0;O2
911.70811	911.7075	.0006	TG 53:5	C56H98O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 53:5
367.33486	367.3359	.0011	ST 27:2;O	C27H44O	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=ST 27:2;O
367.33486	367.3319	.0030	NAE 20:3	C22H39NO2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=NAE 20:3
367.33486	367.3389	.0040	DG 44:2	C47H88O5	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=DG 44:2
886.69587	886.6895	.0063	PS 44:0	C50H98NO10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PS 44:0
886.69587	886.6919	.0040	TG 54:11	C57H88O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 54:11
931.80565	931.8113	.0056	TG 59:6	C62H108O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 59:6
870.72261	870.7310	.0084	PC 43:0	C51H102NO8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC 43:0
869.71952	869.7106	.0089	PC O-42:4	C50H94NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:4
905.84901	905.8532	.0042	TG 55:0	C58H112O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 55:0
905.79022	905.7956	.0054	TG 57:5	C60H106O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 57:5
771.63681	771.6374	.0006	SM 39:2;O2	C44H87N2O6P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SM 39:2;O2
771.63681	771.6457	.0089	HexCer 38:2;O2	C44H83NO8	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=HexCer 38:2;O2
744.61794	744.6265	.0086	PC O-35:0	C43H88NO7P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC O-35:0
744.61794	744.6265	.0086	PE O-38:0	C43H88NO7P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PE O-38:0
770.63386	770.6422	.0083	PC O-37:1	C45H90NO7P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC O-37:1
770.63386	770.6422	.0083	PE O-40:1	C45H90NO7P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PE O-40:1
770.63386	770.6245	.0094	Cer 44:1;O5	C44H87NO6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=Cer 44:1;O5
837.61856	837.6116	.0069	PC 39:6	C47H82NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 39:6
837.61856	837.6116	.0069	PE 42:6	C47H82NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PE 42:6
724.64254	724.6450	.0024	TG 41:1	C44H82O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 41:1
759.58846	759.5898	.0014	PA 40:1	C43H83O8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PA 40:1
759.58846	759.5898	.0014	PG O-37:1	C43H85O9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG O-37:1
759.58846	759.5874	.0011	DG 43:4	C46H82O5Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=DG 43:4
957.82086	957.8269	.0061	TG 61:7	C64H110O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 61:7
519.43946	519.4408	.0013	FAHFA 33:3;O	C33H58O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 33:3;O
519.43946	519.4408	.0013	DG 30:2	C33H60O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DG 30:2
871.73375	871.7263	.0075	PC O-42:3	C50H96NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:3
712.64409	712.6450	.0009	TG 40:0	C43H82O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 40:0
753.67092	753.6731	.0022	FAHFA 48:2;O	C48H90O4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 48:2;O
860.76816	860.7702	.0020	TG 51:3	C54H98O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 51:3
795.64616	795.6497	.0036	TG 48:6	C51H86O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 48:6
795.64616	795.6473	.0011	TG 46:3	C49H88O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 46:3
795.64616	795.6449	.0013	TG 44:0	C47H90O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 44:0
796.64955	796.6450	.0046	DGTA 40:5	C50H87NO7	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=DGTA 40:5
796.64955	796.6578	.0083	PC O-39:2	C47H92NO7P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC O-39:2
796.64955	796.6578	.0083	PE O-42:2	C47H92NO7P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PE O-42:2
796.64955	796.6426	.0070	PG O-37:0	C43H87O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-37:0
811.61998	811.6211	.0011	PA 44:3	C47H87O8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PA 44:3
811.61998	811.6187	.0013	PA 42:0	C45H89O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 42:0
812.62334	812.6164	.0070	PC 38:3	C46H86NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.62334	812.6164	.0070	PE 41:3	C46H86NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PE 41:3
812.62334	812.6164	.0070	PS O-40:2	C46H88NO9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PS O-40:2
812.62334	812.6222	.0011	HexCer 38:0;O4	C44H87NO10Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=HexCer 38:0;O4
812.62334	812.6140	.0094	PC 36:0	C44H88NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 36:0
812.62334	812.6140	.0094	PE 39:0	C44H88NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PE 39:0
812.62334	812.6164	.0070	PA 43:4	C46H83O8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PA 43:4
867.72446	867.7289	.0045	SM 44:0;O2	C49H101N2O6PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=SM 44:0;O2
866.72163	866.7208	.0008	PG O-42:0	C48H97O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-42:0
866.72163	866.7232	.0016	TG 52:7	C55H92O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 52:7
872.68048	872.6739	.0066	PS 43:0	C49H96NO10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PS 43:0
888.65406	888.6477	.0064	PC 44:7	C52H90NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 44:7
888.65406	888.6453	.0088	PC 42:4	C50H92NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 42:4
888.65406	888.6511	.0030	HexCer 42:1;O4	C48H93NO10Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=HexCer 42:1;O4
908.75153	908.7467	.0049	PC 46:2	C54H104NO8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC 46:2
862.6385	862.6320	.0065	PC 42:6	C50H88NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 42:6
862.6385	862.6296	.0089	PC 40:3	C48H90NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 40:3
862.6385	862.6355	.0030	HexCer 40:0;O4	C46H91NO10Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=HexCer 40:0;O4
806.70493	806.7109	.0060	SM 40:0;O2	C45H93N2O6P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SM 40:0;O2
901.75859	901.7643	.0058	TG 57:7	C60H102O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 57:7
887.65077	887.6484	.0024	PS 42:3	C48H88NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 42:3
863.63433	863.6372	.0028	PI O-38:0	C47H93O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI O-38:0
863.63433	863.6273	.0071	PC 41:7	C49H84NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 41:7
863.63433	863.6273	.0071	PE 44:7	C49H84NO8P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PE 44:7
798.65543	798.6606	.0052	TG 47:6	C50H84O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 47:6
840.70595	840.7076	.0016	TG 50:6	C53H90O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 50:6
845.66126	845.6630	.0017	PG O-42:2	C48H93O9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG O-42:2
845.66126	845.6654	.0041	TG 52:9	C55H88O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 52:9
845.66126	845.6630	.0017	PG 42:0	C48H95O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 42:0
845.66126	845.6630	.0017	TG 50:6	C53H90O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 50:6
845.66126	845.6606	.0007	TG 48:3	C51H92O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 48:3
841.70843	841.7157	.0073	SM 44:2;O2	C49H97N2O6P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SM 44:2;O2
846.66454	846.6582	.0063	PS O-41:1	C47H92NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS O-41:1
651.68531	651.6762	.0091	Cer 42:1;O	C42H83NO2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=Cer 42:1;O
776.67435	776.6763	.0019	TG 45:3	C48H86O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 45:3
882.73564	882.7310	.0046	PC O-44:3	C52H100NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC O-44:3
882.73564	882.7310	.0046	PC 44:1	C52H102NO8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC 44:1
882.73564	882.7286	.0070	PC O-42:0	C50H102NO7PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:0
861.63507	861.6328	.0023	PS 40:2	C46H86NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 40:2
861.63507	861.6320	.0031	PA 44:0	C47H93O8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PA 44:0
942.75183	942.7545	.0027	TG 58:11	C61H96O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 58:11
802.68944	802.6919	.0025	TG 47:4	C50H88O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 47:4
802.68944	802.6796	.0098	SM 40:2;O2	C45H89N2O6P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SM 40:2;O2
1024.30211	1024.3052	.0031	CoA 18:4;O	C39H62N7O18P3S	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=CoA 18:4;O
934.87653	934.8797	.0032	TG 56:1	C59H112O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 56:1
789.67721	789.6844	.0072	SM 40:0;O2	C45H93N2O6P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SM 40:0;O2
789.67721	789.6732	.0040	PG dO-40:0	C46H95O8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG dO-40:0
652.68836	652.6966	.0082	FA 43:0	C43H86O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 43:0
842.7417	842.7443	.0026	HexCer 44:0;O2	C50H99NO8	[M+H]+	/resources/tools/chemdb_ontology?abbrev=HexCer 44:0;O2
842.7417	842.7361	.0056	PC O-42:0	C50H102NO7P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:0
815.69352	815.7000	.0065	SM 42:1;O2	C47H95N2O6P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SM 42:1;O2
819.64573	819.6473	.0016	PG O-40:1	C46H91O9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG O-40:1
819.64573	819.6497	.0040	TG 50:8	C53H86O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 50:8
819.64573	819.6473	.0016	TG 48:5	C51H88O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 48:5
819.64573	819.6449	.0008	TG 46:2	C49H90O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 46:2
814.69027	814.6919	.0016	TG 48:5	C51H88O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 48:5
836.62281	836.6164	.0064	PC 40:5	C48H86NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 40:5
836.62281	836.6164	.0064	PS O-42:4	C48H88NO9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PS O-42:4
836.62281	836.6140	.0088	PC 38:2	C46H88NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 38:2
836.62281	836.6140	.0088	PE 41:2	C46H88NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PE 41:2
856.72024	856.7154	.0049	PC O-42:2	C50H98NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:2
856.72024	856.7154	.0049	PC 42:0	C50H100NO8P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PC 42:0
820.64902	820.6426	.0064	PS O-39:0	C45H90NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS O-39:0
820.64902	820.6426	.0064	PG O-39:2	C45H87O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:2
835.61956	835.6187	.0008	PA 44:2	C47H89O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 44:2
835.61956	835.6171	.0025	PS 38:1	C44H84NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 38:1
793.62954	793.6317	.0022	PG O-38:0	C44H89O9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG O-38:0
793.62954	793.6341	.0045	TG 48:7	C51H84O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 48:7
793.62954	793.6317	.0021	TG 46:4	C49H86O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 46:4
793.62954	793.6293	.0003	TG 44:1	C47H88O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 44:1
830.70381	830.6997	.0041	PC O-40:1	C48H96NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC O-40:1
830.70381	830.7109	.0071	SM 42:2;O2	C47H93N2O6P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SM 42:2;O2
788.67405	788.6763	.0022	TG 46:4	C49H86O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 46:4
897.74898	897.7419	.0071	PC O-44:4	C52H98NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-44:4
885.69258	885.6967	.0041	TG 55:10	C58H92O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 55:10
885.69258	885.6943	.0017	TG 53:7	C56H94O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 53:7
885.69258	885.6919	.0007	TG 51:4	C54H96O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 51:4
913.66592	913.6641	.0019	PS 44:4	C50H90NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 44:4
865.76642	865.7643	.0021	TG 54:4	C57H102O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 54:4
865.76642	865.7595	.0069	FA 53:1;O3	C53H104O5Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 53:1;O3
895.73455	895.7263	.0083	PC O-44:5	C52H96NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-44:5
817.70917	817.7157	.0065	SM 42:0;O2	C47H97N2O6P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SM 42:0;O2
837.63487	837.6344	.0005	PA 44:1	C47H91O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 44:1
837.63487	837.6328	.0021	PS 38:0	C44H86NO10P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 38:0
858.73587	858.7310	.0049	PC O-42:1	C50H100NO7P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:1
858.73587	858.7422	.0064	SM 44:2;O2	C49H97N2O6P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SM 44:2;O2
867.70413	867.6950	.0092	PC O-42:5	C50H92NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:5
831.77361	831.7800	.0064	TG 51:0	C54H104O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 51:0
925.75857	925.7643	.0058	TG 59:9	C62H102O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 59:9
879.77088	879.7800	.0091	TG 55:4	C58H104O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 55:4
1174.40302	1174.4049	.0018	CoA 24:2;O	C45H78N7O18P3SNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=CoA 24:2;O
764.67516	764.6763	.0011	TG 44:2	C47H86O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 44:2
822.66493	822.6606	.0043	TG 49:8	C52H84O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 49:8
822.66493	822.6582	.0067	PG O-39:1	C45H89O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:1
929.78952	929.7956	.0061	TG 59:7	C62H106O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 59:7
651.6495	651.6398	.0097	Cer 41:2;O2	C41H79NO3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=Cer 41:2;O2
958.82423	958.8198	.0044	PC 48:0	C56H112NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 48:0
930.79299	930.7885	.0045	PC 46:0	C54H108NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 46:0
903.77432	903.7800	.0057	TG 57:6	C60H104O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=TG 57:6
911.70821	911.7123	.0041	TG 57:11	C60H94O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 57:11
911.70821	911.7099	.0017	TG 55:8	C58H96O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=TG 55:8
911.70821	911.7059	.0023	IPC 42:0;O2	C48H96NO11P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=IPC 42:0;O2
911.70821	911.7075	.0007	TG 53:5	C56H98O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=TG 53:5
785.60438	785.6055	.0011	PA 42:2	C45H85O8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PA 42:2
785.60438	785.6055	.0011	PG O-39:2	C45H87O9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG O-39:2
1130.37668	1130.3810	.0044	CoA 24:5	C45H72N7O17P3SNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=CoA 24:5
1130.37668	1130.3786	.0020	CoA 22:2	C43H74N7O17P3SNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=CoA 22:2
831.71731	831.7177	.0004	FAHFA 52:2;O	C52H98O4Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 52:2;O
869.72041	869.7106	.0098	PC O-42:4	C50H94NO7P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC O-42:4
790.69079	790.6919	.0011	TG 46:3	C49H88O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=TG 46:3
769.63053	769.6341	.0035	TG 46:5	C49H84O6	[M+H]+	/resources/tools/chemdb_ontology?abbrev=TG 46:5
