Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
173.0334	173.0420	.0086	FA 5:0;O3	C5H10O5Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 5:0;O3
221.03442	221.0292	.0052	FA 7:3;O6	C7H8O8	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 7:3;O6
221.03442	221.0396	.0052	FA 7:1;O3	C7H12O5Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 7:1;O3
681.41256	681.4086	.0040	PC 24:3;O3	C32H58NO11P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PC 24:3;O3
747.45127	747.4443	.0070	PI 29:2	C38H69O13P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PI 29:2
747.45127	747.4595	.0083	PG 36:7	C42H69O10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 36:7
703.42504	703.4181	.0070	PG 30:3;O2	C36H65O12P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PG 30:3;O2
703.42504	703.4309	.0059	PA 35:5	C38H65O8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 35:5
703.42504	703.4285	.0035	PA 33:2	C36H67O8PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PA 33:2
725.43892	725.4364	.0025	PG 31:3	C37H67O10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PG 31:3
725.43892	725.4348	.0041	PS 28:2;O2	C34H62NO12P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 28:2;O2
725.43892	725.4340	.0049	PG 29:0	C35H69O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 29:0
606.36884	606.3765	.0077	PC 22:2;O	C30H56NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 22:2;O
606.36884	606.3765	.0077	PE 25:1;O2	C30H58NO10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PE 25:1;O2
606.36884	606.3765	.0077	PS 24:0	C30H58NO10P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=PS 24:0
606.36884	606.3741	.0053	LPS O-22:0;O	C28H58NO9PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=LPS O-22:0;O
297.15853	297.1672	.0087	FA 14:1;O3	C14H26O5Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 14:1;O3
297.15853	297.1579	.0006	PA 25:3;O3	C28H49O11P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=PA 25:3;O3
134.1171	134.1175	.0004	FA 6:0	C6H12O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 6:0
134.1171	134.1175	.0004	SFE 6:0	C6H12O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SFE 6:0
134.1171	134.1196	.0025	FA 17:2	C17H30O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 17:2
134.1171	134.1196	.0025	SFE 17:2	C17H30O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=SFE 17:2
134.1171	134.1196	.0025	WE 17:2	C17H30O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=WE 17:2
164.12786	164.1281	.0003	FA 7:0;O	C7H14O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 7:0;O
164.12786	164.1281	.0003	SFE 7:0;O	C7H14O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SFE 7:0;O
164.12786	164.1301	.0023	FA 19:2;O2	C19H34O4	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 19:2;O2
164.12786	164.1301	.0023	FOH 19:3;O3	C19H34O4	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FOH 19:3;O3
174.1429	174.1488	.0059	FA 9:1	C9H16O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 9:1
174.1429	174.1488	.0059	SFE 9:1	C9H16O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SFE 9:1
174.1429	174.1488	.0059	WE 9:1	C9H16O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=WE 9:1
187.15515	187.1587	.0035	FA 25:5	C25H40O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 25:5
201.1708	201.1743	.0035	ST 27:2;O2	C27H44O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 27:2;O2
156.11301	156.1145	.0015	FA 18:3;O2	C18H30O4	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 18:3;O2
247.16503	247.1693	.0042	FA 16:5	C16H22O2	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 16:5
247.16503	247.1693	.0042	FA 16:4;O	C16H24O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 16:4;O
247.16503	247.1668	.0018	FA 14:2	C14H24O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 14:2
247.16503	247.1668	.0018	SFE 14:2	C14H24O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=SFE 14:2
247.16503	247.1668	.0018	WE 14:2	C14H24O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=WE 14:2
247.16503	247.1652	.0002	CAR 4:1	C11H19NO4	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=CAR 4:1
247.16503	247.1681	.0030	LPA 22:1	C25H49O7P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=LPA 22:1
247.16503	247.1668	.0018	ST 28:1;O4	C28H48O4Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=ST 28:1;O4
173.14789	173.1536	.0057	FA 10:0	C10H20O2	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 10:0
173.14789	173.1536	.0057	SFE 10:0	C10H20O2	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SFE 10:0
173.14789	173.1536	.0057	WE 10:0	C10H20O2	[M+H]+	/resources/tools/chemdb_ontology?abbrev=WE 10:0
173.14789	173.1430	.0049	FA 23:5	C23H36O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 23:5
173.14789	173.1430	.0049	ST 23:2;O2	C23H36O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 23:2;O2
150.11241	150.1125	.0001	FA 6:0;O	C6H12O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O
150.11241	150.1145	.0021	FA 17:2;O2	C17H30O4	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 17:2;O2
173.13957	173.1430	.0035	FA 23:5	C23H36O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 23:5
173.13957	173.1430	.0035	ST 23:2;O2	C23H36O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 23:2;O2
173.13957	173.1354	.0042	FA 19:1;O3	C19H36O5	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 19:1;O3
173.13957	173.1354	.0042	FOH 19:2;O4	C19H36O5	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FOH 19:2;O4
173.16864	173.1718	.0032	MG O-18:0	C21H44O3	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=MG O-18:0
527.21197	527.2145	.0025	LPA 22:6	C25H39O7PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=LPA 22:6
202.17994	202.1801	.0002	FA 11:1	C11H20O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 11:1
202.17994	202.1801	.0002	SFE 11:1	C11H20O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SFE 11:1
202.17994	202.1801	.0002	WE 11:1	C11H20O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=WE 11:1
202.17994	202.1822	.0022	FA 27:4	C27H46O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 27:4
202.17994	202.1822	.0022	ST 27:1;O2	C27H46O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 27:1;O2
420.1743	420.1758	.0015	PC 8:0	C16H32NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 8:0
265.13069	265.1394	.0087	CAR 3:1;O2	C10H17NO6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=CAR 3:1;O2
265.13069	265.1293	.0014	LPG 16:0	C22H45O9PNa2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=LPG 16:0
267.12844	267.1227	.0057	FA 14:5;O3	C14H18O5	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 14:5;O3
267.12844	267.1380	.0095	ST 18:6;O2	C18H18O2	[M+H]+	/resources/tools/chemdb_ontology?abbrev=ST 18:6;O2
267.12844	267.1227	.0057	FA 14:4;O4	C14H20O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 14:4;O4
267.12844	267.1227	.0057	FOH 14:5;O5	C14H20O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FOH 14:5;O5
267.12844	267.1380	.0095	FA 18:8;O	C18H20O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 18:8;O
267.12844	267.1380	.0095	ST 18:5;O3	C18H20O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=ST 18:5;O3
267.12844	267.1355	.0071	FA 16:6	C16H20O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 16:6
267.12844	267.1279	.0005	ST 28:5;O7	C28H40O7Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=ST 28:5;O7
267.12844	267.1331	.0047	FA 14:3	C14H22O2Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 14:3
267.12844	267.1331	.0047	SFE 14:3	C14H22O2Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=SFE 14:3
239.10576	239.1042	.0015	FA 14:6	C14H16O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 14:6
239.10576	239.1096	.0038	ST 19:4;O3;GlcA	C25H32O9	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 19:4;O3;GlcA
239.10576	239.1031	.0027	LPA 18:3	C21H37O7PNa2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=LPA 18:3
239.10576	239.1018	.0039	FA 12:3	C12H18O2Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 12:3
178.14367	178.1438	.0001	FA 8:0;O	C8H16O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 8:0;O
178.14367	178.1438	.0001	SFE 8:0;O	C8H16O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=SFE 8:0;O
178.14367	178.1458	.0021	FA 21:2;O2	C21H38O4	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 21:2;O2
178.14367	178.1458	.0021	MG 18:2	C21H38O4	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=MG 18:2
229.15447	229.1587	.0042	FA 16:5	C16H22O2	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 16:5
229.15447	229.1511	.0034	ST 28:5;O5	C28H40O5	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 28:5;O5
229.15447	229.1563	.0018	FA 28:6	C28H44O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 28:6
229.15447	229.1563	.0018	ST 28:3;O2	C28H44O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=ST 28:3;O2
487.16541	487.1679	.0025	PG 12:0	C18H35O10PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=PG 12:0
334.22115	334.2142	.0070	SPBP 16:1;O2	C16H34NO5P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SPBP 16:1;O2
334.22115	334.2224	.0013	FOH 16:3;O5	C16H28O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FOH 16:3;O5
334.22115	334.2203	.0009	PA 34:5	C37H63O8P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=PA 34:5
292.15015	292.1475	.0026	LPI 17:2	C26H47O12P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=LPI 17:2
292.15015	292.1528	.0026	LPG 20:1	C26H51O9PNa2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=LPG 20:1
127.0388	127.0390	.0002	FA 6:2;O2	C6H8O4	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 6:2;O2
127.0388	127.0390	.0002	SFE 6:2;O2	C6H8O4	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SFE 6:2;O2
127.0388	127.0366	.0022	FA 4:0;O	C4H8O3Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 4:0;O
361.15307	361.1622	.0091	FA 18:5;O4	C18H26O6Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 18:5;O4
361.15307	361.1598	.0067	FOH 16:3;O5	C16H28O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FOH 16:3;O5
334.24443	334.2377	.0068	FA 20:6;O	C20H28O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 20:6;O
334.24443	334.2377	.0068	ST 20:3;O3	C20H28O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O3
334.24443	334.2491	.0046	PG O-29:0	C35H71O9P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=PG O-29:0
225.03436	225.0346	.0002	FA 6:0;O4	C6H12O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
318.22651	318.2275	.0010	FA 16:2;O3	C16H28O5	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 16:2;O3
411.18322	411.1754	.0078	FA 20:5;O4	C20H30O6Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 20:5;O4
163.06837	163.0754	.0070	FA 10:5	C10H10O2	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 10:5
163.06837	163.0601	.0083	FA 6:1;O3	C6H10O5	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O3
163.06837	163.0754	.0070	SFE 10:4;O	C10H12O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SFE 10:4;O
163.06837	163.0601	.0083	FA 6:0;O4	C6H12O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
163.06837	163.0729	.0046	FA 8:2	C8H12O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 8:2
163.06837	163.0729	.0046	SFE 8:2	C8H12O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=SFE 8:2
163.06837	163.0729	.0046	WE 8:2	C8H12O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=WE 8:2
163.06837	163.0729	.0046	FA 16:4;O2	C16H24O4Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 16:4;O2
342.13908	342.1312	.0079	PC 4:0	C12H24NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 4:0
342.13908	342.1426	.0035	PG 23:3;O3	C29H51O13PNa2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=PG 23:3;O3
109.0279	109.0260	.0019	FA 4:1	C4H6O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 4:1
109.0279	109.0260	.0019	FA 8:2;O2	C8H12O4Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 8:2;O2
97.03472	97.0284	.0063	FA 5:2;O	C5H6O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 5:2;O
97.03472	97.0260	.0087	FA 3:0	C3H6O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 3:0
127.04631	127.0390	.0073	FA 6:2;O2	C6H8O4	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 6:2;O2
127.04631	127.0390	.0073	SFE 6:2;O2	C6H8O4	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SFE 6:2;O2
127.04631	127.0366	.0098	FA 4:0;O	C4H8O3Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 4:0;O
127.04631	127.0442	.0021	FA 12:4;O	C12H16O3Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 12:4;O
290.21843	290.2114	.0070	FA 18:6	C18H24O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 18:6
290.21843	290.2114	.0070	ST 18:3;O2	C18H24O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=ST 18:3;O2
290.21843	290.2228	.0044	PA O-28:0	C31H63O7P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=PA O-28:0
221.18603	221.1900	.0040	FA 15:2	C15H26O2	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 15:2
221.18603	221.1900	.0040	SFE 15:2	C15H26O2	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SFE 15:2
221.18603	221.1900	.0040	WE 15:2	C15H26O2	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=WE 15:2
221.18603	221.1900	.0040	FA 30:6	C30H48O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 30:6
221.18603	221.1900	.0040	ST 30:3;O2	C30H48O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 30:3;O2
221.18603	221.1876	.0016	FA 26:0	C26H52O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 26:0
221.18603	221.1876	.0016	SFE 26:0	C26H52O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=SFE 26:0
221.18603	221.1876	.0016	WE 26:0	C26H52O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=WE 26:0
163.05993	163.0601	.0002	FA 6:1;O3	C6H10O5	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O3
163.05993	163.0601	.0002	FA 6:0;O4	C6H12O6	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
392.14237	392.1445	.0021	PC 6:0	C14H28NO8PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PC 6:0
155.12857	155.1248	.0037	FA 19:3;O	C19H32O3	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 19:3;O
145.04942	145.0495	.0001	FA 6:2;O2	C6H8O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 6:2;O2
145.04942	145.0495	.0001	SFE 6:2;O2	C6H8O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SFE 6:2;O2
145.04942	145.0495	.0001	FA 6:1;O3	C6H10O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O3
138.12708	138.1221	.0050	ST 19:1;O	C19H30O	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O
185.09765	185.0937	.0040	FA 22:8	C22H28O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 22:8
815.57993	815.5797	.0003	PG 39:3	C45H83O10P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PG 39:3
815.57993	815.5773	.0027	PG 37:0	C43H85O10PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PG 37:0
815.57993	815.5756	.0043	IPC 34:0;O3	C40H80NO12P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=IPC 34:0;O3
344.17321	344.1712	.0020	PI 22:1;O	C30H55O15P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=PI 22:1;O
344.17321	344.1764	.0032	LPI 21:0	C30H59O12PNa2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=LPI 21:0
372.20454	372.2025	.0020	PI 25:1;O2	C34H63O15P	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=PI 25:1;O2
332.24178	332.2431	.0014	FAHFA 17:2;O2	C17H30O5	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FAHFA 17:2;O2
168.09937	168.1015	.0021	FA 19:4	C19H30O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 19:4
168.09937	168.1015	.0021	ST 19:1;O2	C19H30O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O2
145.05737	145.0495	.0078	FA 6:2;O2	C6H8O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 6:2;O2
145.05737	145.0495	.0078	SFE 6:2;O2	C6H8O4	[M+H]+	/resources/tools/chemdb_ontology?abbrev=SFE 6:2;O2
145.05737	145.0648	.0074	FA 10:5	C10H10O2	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 10:5
145.05737	145.0495	.0078	FA 6:1;O3	C6H10O5	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O3
167.03968	167.0315	.0082	FA 6:2;O2	C6H8O4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 6:2;O2
167.03968	167.0315	.0082	SFE 6:2;O2	C6H8O4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=SFE 6:2;O2
99.04381	99.0441	.0002	FA 5:2	C5H6O2	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 5:2
99.04381	99.0441	.0002	FA 5:1;O	C5H8O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 5:1;O
99.04381	99.0441	.0002	SFE 5:1;O	C5H8O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SFE 5:1;O
85.03435	85.0284	.0060	FA 4:1;O	C4H6O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 4:1;O
85.03435	85.0284	.0060	FAL 4:1;O2	C4H6O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FAL 4:1;O2
115.03882	115.0390	.0001	FA 5:2;O	C5H6O3	[M+H]+	/resources/tools/chemdb_ontology?abbrev=FA 5:2;O
115.03882	115.0390	.0001	FA 5:1;O2	C5H8O4	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 5:1;O2
205.12625	205.1199	.0064	FA 11:2	C11H18O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 11:2
205.12625	205.1199	.0064	SFE 11:2	C11H18O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=SFE 11:2
205.12625	205.1199	.0064	WE 11:2	C11H18O2Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=WE 11:2
365.14283	365.1417	.0011	ST 19:3;O3;S	C19H26O6S	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=ST 19:3;O3;S
365.14283	365.1488	.0060	FA 22:10	C22H24O2Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 22:10
85.0282	85.0284	.0002	FA 4:1;O	C4H6O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 4:1;O
85.0282	85.0284	.0002	FAL 4:1;O2	C4H6O3	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FAL 4:1;O2
163.11572	163.1117	.0040	FA 11:3	C11H16O2	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 11:3
163.11572	163.1117	.0040	SFE 11:3	C11H16O2	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=SFE 11:3
163.11572	163.1117	.0040	FA 22:8	C22H28O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 22:8
167.03131	167.0315	.0002	FA 6:2;O2	C6H8O4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 6:2;O2
167.03131	167.0315	.0002	SFE 6:2;O2	C6H8O4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=SFE 6:2;O2
226.11432	226.1050	.0093	CAR 2:0	C9H17NO4Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=CAR 2:0
362.15458	362.1582	.0037	PG 26:4;O3	C32H55O13PNa2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=PG 26:4;O3
125.02075	125.0233	.0026	FA 6:3;O2	C6H6O4	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=FA 6:3;O2
125.02075	125.0209	.0002	FA 4:1;O	C4H6O3Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FA 4:1;O
125.02075	125.0209	.0002	FAL 4:1;O2	C4H6O3Na	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=FAL 4:1;O2
226.13787	226.1438	.0059	CAR 5:1	C12H21NO4	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=CAR 5:1
226.13787	226.1438	.0059	FA 12:4;O	C12H16O3	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 12:4;O
377.15277	377.1547	.0019	FA 16:2;O5	C16H28O7Na2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=FA 16:2;O5
178.13346	178.1352	.0018	FA 24:7	C24H34O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=FA 24:7
178.13346	178.1352	.0018	ST 24:4;O2	C24H34O2	[M+2H]2+	/resources/tools/chemdb_ontology?abbrev=ST 24:4;O2
178.13346	178.1328	.0007	FA 20:1	C20H38O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 20:1
178.13346	178.1328	.0007	SFE 20:1	C20H38O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=SFE 20:1
178.13346	178.1328	.0007	WE 20:1	C20H38O2Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=WE 20:1
613.33918	613.3347	.0044	LPI 19:1	C28H53O12P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=LPI 19:1
613.33918	613.3476	.0084	PA 27:2;O	C30H55O9PNa	[M+Na]+	/resources/tools/chemdb_ontology?abbrev=PA 27:2;O
613.33918	613.3460	.0068	PS 21:1;O	C27H50NO11P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PS 21:1;O
613.33918	613.3452	.0060	LPG 22:0	C28H57O9PNa2	[M+2Na-H]+	/resources/tools/chemdb_ontology?abbrev=LPG 22:0
198.09705	198.0972	.0002	FA 6:0;O4	C6H12O6	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
198.09705	198.0939	.0032	FA 20:5;O3	C20H30O5Na2	[M+2Na]2+	/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3
692.40576	692.4133	.0076	PC 26:3;O3	C34H62NO11P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 26:3;O3
608.38451	608.3922	.0077	PE 25:1;O	C30H58NO9P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PE 25:1;O
608.38451	608.3922	.0077	PA 27:2;O	C30H55O9P	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=PA 27:2;O
652.41191	652.4184	.0065	PS 26:0	C32H62NO10P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PS 26:0
564.35834	564.3660	.0076	PC 20:1	C28H54NO8P	[M+H]+	/resources/tools/chemdb_ontology?abbrev=PC 20:1
564.35834	564.3660	.0076	LPS 22:0	C28H56NO9P	[M+H-H2O]+	/resources/tools/chemdb_ontology?abbrev=LPS 22:0
184.12432	184.1332	.0089	FA 10:3	C10H14O2	[M+NH4]+	/resources/tools/chemdb_ontology?abbrev=FA 10:3
