Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
790.5964	790.5968	.0004	PC O-33:1	C41H82NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-33:1
790.5964	790.5968	.0004	PE O-36:1	C41H82NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE O-36:1
802.61641	802.6088	.0076	PG O-39:2	C45H87O9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PG O-39:2
596.54468	596.5380	.0067	DG 34:0	C37H72O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 34:0
596.54468	596.5532	.0086	CE 14:0	C41H72O2	Neutral	/resources/tools/chemdb_ontology?abbrev=CE 14:0
866.59619	866.5917	.0045	PS 42:4	C48H86NO10P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS 42:4
866.59619	866.6047	.0085	PS O-40:1	C46H90NO9P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PS O-40:1
866.59619	866.5917	.0045	PC 39:5	C47H84NO8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC 39:5
866.59619	866.5917	.0045	PE 42:5	C47H84NO8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE 42:5
866.59619	866.5917	.0045	PC 38:5	C46H82NO8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC 38:5
866.59619	866.5917	.0045	PE 41:5	C46H82NO8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE 41:5
866.59619	866.5884	.0078	PI 36:0	C45H87O13P	Neutral	/resources/tools/chemdb_ontology?abbrev=PI 36:0
595.54142	595.5460	.0045	CE 14:0	C41H72O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 14:0
798.41337	798.4167	.0033	PI 28:2;O3	C37H67O16P	Neutral	/resources/tools/chemdb_ontology?abbrev=PI 28:2;O3
797.5499	797.5469	.0030	PG O-36:1	C42H83O9P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PG O-36:1
797.5499	797.5571	.0072	PC 36:4;O	C44H80NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PC 36:4;O
797.5499	797.5571	.0072	PS O-38:4	C44H80NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS O-38:4
797.5499	797.5418	.0081	IPC 34:0;O3	C40H80NO12P	Neutral	/resources/tools/chemdb_ontology?abbrev=IPC 34:0;O3
598.49721	598.4972	.0001	Cer 36:2;O2	C36H69NO3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=Cer 36:2;O2
598.49721	598.5052	.0080	Cer 34:1;O3	C34H67NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=Cer 34:1;O3
598.49721	598.5052	.0080	CAR 26:0	C33H65NO4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=CAR 26:0
864.53375	864.5316	.0022	PC 40:8	C48H80NO8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC 40:8
864.53375	864.5396	.0059	PS O-40:7	C46H78NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PS O-40:7
796.54688	796.5498	.0029	PS O-38:4	C44H80NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-38:4
796.54688	796.5498	.0029	PE O-38:5	C43H78NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-38:5
796.54688	796.5498	.0029	PC O-34:5	C42H76NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:5
796.54688	796.5466	.0003	PI O-32:0	C41H81O12P	Neutral	/resources/tools/chemdb_ontology?abbrev=PI O-32:0
730.5657	730.5756	.0099	PE O-36:1	C41H82NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-36:1
730.5657	730.5756	.0099	PC O-34:1	C42H84NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:1
730.5657	730.5625	.0032	CerPE 38:2;O3	C40H79N2O7P	Neutral	/resources/tools/chemdb_ontology?abbrev=CerPE 38:2;O3
728.55957	728.5600	.0004	PE O-36:2	C41H80NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-36:2
728.55957	728.5600	.0004	PC O-34:2	C42H82NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:2
729.56287	729.5552	.0077	CerPE 38:2;O3	C40H79N2O7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CerPE 38:2;O3
729.56287	729.5675	.0046	DG 41:5	C44H76O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=DG 41:5
729.56287	729.5675	.0046	DG 40:5	C43H74O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=DG 40:5
729.56287	729.5672	.0044	PC O-33:2	C41H80NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=PC O-33:2
729.56287	729.5672	.0044	PE O-36:2	C41H80NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=PE O-36:2
865.53718	865.5448	.0076	PI O-34:2	C43H81O12P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PI O-34:2
865.53718	865.5448	.0076	PI O-33:2	C42H79O12P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PI O-33:2
731.56885	731.5709	.0020	CerPE 38:1;O3	C40H81N2O7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CerPE 38:1;O3
731.56885	731.5596	.0092	PA 38:0	C41H81O8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PA 38:0
667.46127	667.4587	.0025	CerPE 32:1;O2	C34H69N2O6P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=CerPE 32:1;O2
667.46127	667.4579	.0033	DG 36:8	C39H60O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=DG 36:8
788.58037	788.5811	.0007	PS O-37:1	C43H84NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-37:1
788.58037	788.5813	.0009	HexCer 38:2;O2	C44H83NO8	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=HexCer 38:2;O2
788.58037	788.5811	.0007	PC O-34:2	C42H82NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:2
788.58037	788.5811	.0007	PE O-37:2	C42H82NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-37:2
788.58037	788.5893	.0090	HexCer 36:1;O3	C42H81NO9	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=HexCer 36:1;O3
788.58037	788.5811	.0007	PC O-33:2	C41H80NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-33:2
788.58037	788.5811	.0007	PE O-36:2	C41H80NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE O-36:2
839.52158	839.5196	.0020	SQDG 32:0	C41H78O12S	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SQDG 32:0
839.52158	839.5291	.0075	PI O-32:1	C41H79O12P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PI O-32:1
839.52158	839.5291	.0075	PI O-31:1	C40H77O12P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PI O-31:1
799.6128	799.6222	.0094	PA 43:1	C46H89O8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PA 43:1
799.6128	799.6094	.0034	TG 45:5	C48H82O6	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=TG 45:5
799.6128	799.6094	.0034	TG 44:5	C47H80O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=TG 44:5
799.6128	799.6091	.0037	PC 37:2	C45H86NO8P	Neutral	/resources/tools/chemdb_ontology?abbrev=PC 37:2
799.6128	799.6091	.0037	PE 40:2	C45H86NO8P	Neutral	/resources/tools/chemdb_ontology?abbrev=PE 40:2
798.60955	798.6018	.0077	PE 40:2	C45H86NO8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 40:2
798.60955	798.6101	.0005	HexCer 38:2;O2	C44H83NO8	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=HexCer 38:2;O2
798.60955	798.6101	.0005	HexCer 37:2;O2	C43H81NO8	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=HexCer 37:2;O2
798.60955	798.6018	.0077	PC 38:2	C46H88NO8P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 38:2
798.60955	798.6139	.0043	PA 43:2	C46H87O8P	Neutral	/resources/tools/chemdb_ontology?abbrev=PA 43:2
874.48721	874.4876	.0004	PS 40:9	C46H72NO10P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PS 40:9
815.59919	815.5962	.0030	TG 47:6	C50H84O6	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=TG 47:6
815.59919	815.5920	.0072	CerPE 40:3;O3	C42H81N2O7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=CerPE 40:3;O3
815.59919	815.6040	.0048	PS O-39:2	C45H86NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS O-39:2
787.52051	787.5131	.0074	PG O-34:4	C40H73O9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PG O-34:4
787.52051	787.5152	.0053	PE 40:8	C45H74NO8P	Neutral	/resources/tools/chemdb_ontology?abbrev=PE 40:8
626.53588	626.5285	.0074	Cer 38:2;O2	C38H73NO3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=Cer 38:2;O2
626.53588	626.5365	.0006	Cer 36:1;O3	C36H71NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=Cer 36:1;O3
703.54736	703.5396	.0078	CerPE 36:1;O3	C38H77N2O7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CerPE 36:1;O3
703.54736	703.5518	.0045	DG 39:4	C42H74O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=DG 39:4
703.54736	703.5518	.0045	DG 38:4	C41H72O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=DG 38:4
703.54736	703.5516	.0042	PC O-31:1	C39H78NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=PC O-31:1
703.54736	703.5516	.0042	PE O-34:1	C39H78NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=PE O-34:1
838.51848	838.5159	.0026	PC 38:7	C46H78NO8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC 38:7
838.51848	838.5159	.0026	PE 41:7	C46H78NO8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PE 41:7
838.51848	838.5240	.0055	PS O-38:6	C44H76NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PS O-38:6
838.51848	838.5240	.0055	PE 38:6;O	C43H74NO9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE 38:6;O
726.54345	726.5443	.0009	PE O-36:3	C41H78NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-36:3
726.54345	726.5526	.0091	HexCer 35:2;O3	C41H77NO9	[M-H]-	/resources/tools/chemdb_ontology?abbrev=HexCer 35:2;O3
726.54345	726.5443	.0009	PC O-34:3	C42H80NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:3
770.53125	770.5342	.0029	PS O-36:3	C42H78NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-36:3
770.53125	770.5342	.0029	PE O-36:4	C41H76NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-36:4
702.54397	702.5443	.0004	PE O-34:1	C39H78NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-34:1
702.54397	702.5443	.0004	PC O-32:1	C40H80NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-32:1
704.55025	704.5600	.0097	PE O-34:0	C39H80NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-34:0
704.55025	704.5600	.0097	PC O-32:0	C40H82NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-32:0
704.55025	704.5468	.0034	CerPE 36:1;O3	C38H77N2O7P	Neutral	/resources/tools/chemdb_ontology?abbrev=CerPE 36:1;O3
771.53446	771.5312	.0032	PG O-34:0	C40H81O9P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PG O-34:0
771.53446	771.5414	.0070	PS O-36:3	C42H78NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS O-36:3
639.53953	639.5358	.0037	CE 14:1	C41H70O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=CE 14:1
743.57013	743.5709	.0007	CerPE 39:2;O3	C41H81N2O7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CerPE 39:2;O3
1144.11354	1144.1203	.0068	FA 74:1;O2	C74H146O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 74:1;O2
1144.11354	1144.1203	.0068	FA 73:1;O2	C73H144O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 73:1;O2
1169.19531	1169.2004	.0051	FA 79:1;O2	C79H156O4	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 79:1;O2
638.53679	638.5365	.0003	Cer 37:2;O3	C37H71NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=Cer 37:2;O3
638.53679	638.5365	.0003	Cer 36:2;O3	C36H69NO4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=Cer 36:2;O3
701.56029	701.5603	.0000	CerPE 37:1;O2	C39H79N2O6P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CerPE 37:1;O2
701.56029	701.5603	.0000	SM 35:1;O2	C40H81N2O6P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=SM 35:1;O2
806.59105	806.5918	.0008	HexCer 38:1;O3	C44H85NO9	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=HexCer 38:1;O3
806.59105	806.5836	.0075	PC O-36:2	C44H86NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC O-36:2
806.59105	806.5836	.0075	PE O-39:2	C44H86NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PE O-39:2
806.59105	806.5917	.0006	PC 34:0	C42H84NO8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC 34:0
806.59105	806.5917	.0006	PE 37:0	C42H84NO8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE 37:0
806.59105	806.5917	.0006	PC 33:0	C41H82NO8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC 33:0
806.59105	806.5917	.0006	PE 36:0	C41H82NO8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE 36:0
806.59105	806.5826	.0085	PA 44:5	C47H83O8P	Neutral	/resources/tools/chemdb_ontology?abbrev=PA 44:5
1168.19446	1168.1931	.0014	FA 79:1;O2	C79H156O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 79:1;O2
744.57232	744.5631	.0092	HexCer 34:1;O2	C40H77NO8	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=HexCer 34:1;O2
744.57232	744.5631	.0092	HexCer 33:1;O2	C39H75NO8	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=HexCer 33:1;O2
744.57232	744.5669	.0054	PA 39:1	C42H81O8P	Neutral	/resources/tools/chemdb_ontology?abbrev=PA 39:1
744.57232	744.5781	.0058	CerPE 39:2;O3	C41H81N2O7P	Neutral	/resources/tools/chemdb_ontology?abbrev=CerPE 39:2;O3
807.5942	807.5909	.0033	PA 44:4	C47H85O8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PA 44:4
807.5942	807.6040	.0098	PA O-42:1	C45H89O7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PA O-42:1
834.61305	834.6149	.0018	PC O-38:2	C46H90NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC O-38:2
834.61305	834.6230	.0099	PC 36:0	C44H88NO8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC 36:0
834.61305	834.6230	.0099	PE 39:0	C44H88NO8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE 39:0
834.61305	834.6230	.0099	PC 35:0	C43H86NO8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC 35:0
834.61305	834.6230	.0099	PE 38:0	C43H86NO8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE 38:0
901.59727	901.5942	.0030	PI O-37:0	C46H91O12P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PI O-37:0
891.59526	891.5968	.0016	PI 38:1	C47H89O13P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PI 38:1
891.59526	891.5887	.0065	PG 42:3	C48H89O10P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PG 42:3
891.59526	891.5989	.0037	PS 44:6	C50H86NO10P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS 44:6
816.61179	816.6124	.0006	PS O-39:1	C45H88NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-39:1
816.61179	816.6126	.0008	HexCer 40:2;O2	C46H87NO8	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=HexCer 40:2;O2
816.61179	816.6124	.0006	PC O-36:2	C44H86NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-36:2
816.61179	816.6124	.0006	PE O-39:2	C44H86NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-39:2
816.61179	816.6206	.0089	HexCer 38:1;O3	C44H85NO9	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=HexCer 38:1;O3
816.61179	816.6124	.0006	PC O-35:2	C43H84NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-35:2
816.61179	816.6124	.0006	PE O-38:2	C43H84NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE O-38:2
816.61179	816.6206	.0089	HexCer 37:1;O3	C43H83NO9	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=HexCer 37:1;O3
829.64293	829.6352	.0078	TG 51:9	C54H86O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=TG 51:9
829.64293	829.6440	.0011	SM 40:2;O2	C45H89N2O6P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SM 40:2;O2
829.64293	829.6440	.0011	SM 39:2;O2	C44H87N2O6P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SM 39:2;O2
817.61504	817.6119	.0032	TG 47:5	C50H86O6	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=TG 47:5
817.61504	817.6076	.0074	CerPE 40:2;O3	C42H83N2O7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=CerPE 40:2;O3
817.61504	817.6197	.0046	PS O-39:1	C45H88NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS O-39:1
582.52898	582.5223	.0067	DG 33:0	C36H70O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 33:0
713.55997	713.5603	.0003	CerPE 38:2;O2	C40H79N2O6P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CerPE 38:2;O2
713.55997	713.5603	.0003	SM 36:2;O2	C41H81N2O6P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=SM 36:2;O2
693.34298	693.3489	.0060	PS 26:3;O3	C32H56NO13P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS 26:3;O3
865.53731	865.5448	.0075	PI O-34:2	C43H81O12P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PI O-34:2
865.53731	865.5448	.0075	PI O-33:2	C42H79O12P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PI O-33:2
646.46007	646.4574	.0027	PA 32:1	C35H67O8P	Neutral	/resources/tools/chemdb_ontology?abbrev=PA 32:1
646.46007	646.4686	.0085	CerPE 32:2;O3	C34H67N2O7P	Neutral	/resources/tools/chemdb_ontology?abbrev=CerPE 32:2;O3
628.53477	628.5441	.0093	Cer 38:1;O2	C38H75NO3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=Cer 38:1;O2
611.54469	611.5539	.0092	WE 39:1	C39H76O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 39:1
601.51585	601.5201	.0043	FA 38:4	C38H68O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 38:4
804.63064	804.6268	.0038	TG 49:8	C52H84O6	Neutral	/resources/tools/chemdb_ontology?abbrev=TG 49:8
804.63064	804.6244	.0062	PG O-39:1	C45H89O9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PG O-39:1
612.54778	612.5573	.0095	Cer 37:0;O4	C37H75NO5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=Cer 37:0;O4
612.54778	612.5492	.0014	Cer 38:1;O	C38H75NO2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=Cer 38:1;O
612.54778	612.5573	.0095	Cer 36:0;O2	C36H73NO3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=Cer 36:0;O2
612.54778	612.5573	.0095	Cer 35:0;O2	C35H71NO3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=Cer 35:0;O2
627.53142	627.5358	.0044	CE 12:0	C39H68O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=CE 12:0
709.45807	709.4581	.0000	PA 34:1	C37H71O8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PA 34:1
709.45807	709.4661	.0081	PG O-29:1	C35H69O9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PG O-29:1
709.45807	709.4661	.0081	PG O-28:1	C34H67O9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PG O-28:1
600.51248	600.5128	.0003	Cer 36:1;O2	C36H71NO3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=Cer 36:1;O2
600.51248	600.5209	.0084	Cer 34:0;O3	C34H69NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=Cer 34:0;O3
864.53419	864.5316	.0026	PC 40:8	C48H80NO8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC 40:8
864.53419	864.5396	.0054	PS O-40:7	C46H78NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PS O-40:7
644.4615	644.4661	.0046	PE O-30:2	C35H68NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-30:2
610.54136	610.5416	.0002	Cer 36:1;O2	C36H71NO3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=Cer 36:1;O2
610.54136	610.5416	.0002	Cer 35:1;O2	C35H69NO3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=Cer 35:1;O2
796.54695	796.5498	.0029	PS O-38:4	C44H80NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-38:4
796.54695	796.5498	.0029	PE O-38:5	C43H78NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-38:5
796.54695	796.5498	.0029	PC O-34:5	C42H76NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:5
796.54695	796.5466	.0004	PI O-32:0	C41H81O12P	Neutral	/resources/tools/chemdb_ontology?abbrev=PI O-32:0
805.62275	805.6197	.0031	PS O-38:0	C44H88NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS O-38:0
768.70796	768.7087	.0007	Cer 46:0;O3	C46H93NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=Cer 46:0;O3
763.75417	763.7549	.0007	FA 48:0	C48H96O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 48:0
239.0595	239.0692	.0097	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.0595	239.0561	.0034	FA 10:5;O2	C10H10O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 10:5;O2
239.06944	239.0692	.0003	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.06944	239.0773	.0078	FA 6:0;O4	C6H12O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
165.04073	165.0324	.0083	FA 6:1;O	C6H10O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O
165.04073	165.0405	.0003	FA 4:0;O2	C4H8O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 4:0;O2
315.07594	315.0794	.0034	FA 18:10;O	C18H16O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:10;O
314.07895	314.0764	.0026	CoA 12:2	C33H54N7O17P3S	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=CoA 12:2
637.58821	637.5929	.0047	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
265.14783	265.1576	.0098	FA 13:0;O	C13H26O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 13:0;O
265.14783	265.1445	.0033	FA 14:4	C14H20O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 14:4
265.14783	265.1445	.0033	FA 13:4	C13H18O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 13:4
265.14783	265.1445	.0033	SFE 13:4	C13H18O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 13:4
265.14783	265.1462	.0016	ST 27:0;O5;S	C27H48O8S	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 27:0;O5;S
265.14783	265.1445	.0033	ST 30:5;O8	C30H44O8	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 30:5;O8
609.55749	609.5616	.0041	CE 15:0	C42H74O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 15:0
361.16325	361.1657	.0024	ST 19:4;O4	C19H24O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:4;O4
361.16325	361.1657	.0024	ST 18:4;O4	C18H22O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:4;O4
361.16325	361.1645	.0012	PI 24:3;O2	C33H57O15P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 24:3;O2
698.47	698.4766	.0066	PE 33:3	C38H70NO8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 33:3
698.47	698.4766	.0066	PC 31:3	C39H72NO8P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 31:3
409.31087	409.3112	.0003	FA 28:7	C28H42O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 28:7
409.31087	409.3090	.0019	MG O-19:0;O	C22H46O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MG O-19:0;O
186.11347	186.1156	.0021	ST 23:3;O4	C23H34O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 23:3;O4
1423.9622	1423.9650	.0028	CL 70:6	C79H142O17P2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CL 70:6
1424.96568	1424.9722	.0065	CL 70:6	C79H142O17P2	Neutral	/resources/tools/chemdb_ontology?abbrev=CL 70:6
669.58245	669.5827	.0003	CE 16:0	C43H76O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=CE 16:0
669.58245	669.5827	.0003	CE 15:0	C42H74O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=CE 15:0
820.73917	820.7400	.0008	ACer 50:1;O2	C50H97NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ACer 50:1;O2
