Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
421.2169	421.2232	.0063	ST 22:3;O5	C22H32O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O5
421.2169	421.2232	.0063	ST 21:3;O5	C21H30O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 21:3;O5
469.36418	469.3687	.0045	ST 30:3;O	C30H48O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 30:3;O
469.36418	469.3687	.0045	ST 29:3;O	C29H46O	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 29:3;O
469.36418	469.3687	.0045	TG 59:10	C62H100O6	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=TG 59:10
381.23122	381.2283	.0029	FA 20:4;O2	C20H32O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4;O2
381.23122	381.2283	.0029	ST 19:1;O4	C19H30O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O4
381.23122	381.2347	.0035	PI O-30:2	C39H73O12P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI O-30:2
541.33377	541.3380	.0042	LPS O-19:0;O	C25H52NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPS O-19:0;O
541.33377	541.3437	.0099	ST 27:1;O3;Tau	C29H51NO6S	Neutral	/resources/tools/chemdb_ontology?abbrev=ST 27:1;O3;Tau
608.31759	608.3205	.0029	PE 23:2;O3	C28H52NO11P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 23:2;O3
608.31759	608.3205	.0029	PE 22:2;O	C27H50NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE 22:2;O
608.31759	608.3205	.0029	LPS 20:2	C26H48NO9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPS 20:2
540.33043	540.3307	.0003	LPS O-19:0;O	C25H52NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS O-19:0;O
540.33043	540.3364	.0060	ST 27:1;O3;Tau	C29H51NO6S	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 27:1;O3;Tau
540.33043	540.3226	.0078	CerP 26:1;O2	C26H52NO6P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=CerP 26:1;O2
540.33043	540.3226	.0078	LPC O-18:2	C26H52NO6P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=LPC O-18:2
540.33043	540.3307	.0003	LPC 16:0	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 16:0
540.33043	540.3307	.0003	LPE 19:0	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 19:0
540.33043	540.3307	.0003	LPE O-19:1;O	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE O-19:1;O
540.33043	540.3307	.0003	PC O-16:0	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-16:0
540.33043	540.3307	.0003	LPC 15:0	C23H48NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPC 15:0
540.33043	540.3307	.0003	LPE 18:0	C23H48NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE 18:0
540.33043	540.3307	.0003	LPE O-18:1;O	C23H48NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE O-18:1;O
542.33623	542.3383	.0021	LPC O-18:1	C26H54NO6P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=LPC O-18:1
509.28784	509.2885	.0007	LPG 18:1	C24H47O9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPG 18:1
509.28784	509.2885	.0007	LPA 20:1	C23H45O7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPA 20:1
509.28784	509.2885	.0007	LPA 19:1	C22H43O7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPA 19:1
186.11345	186.1156	.0021	ST 23:3;O4	C23H34O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 23:3;O4
541.26936	541.2783	.0090	LPG 17:1	C23H45O9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPG 17:1
541.26936	541.2654	.0039	ST 19:1;O3;GlcA	C25H38O9	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O3;GlcA
541.26936	541.2783	.0090	LPG 16:1	C22H43O9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPG 16:1
473.28233	473.2756	.0067	FA 23:3;O5	C23H40O7	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 23:3;O5
473.28233	473.2909	.0085	ST 27:4;O4	C27H40O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 27:4;O4
473.28233	473.2909	.0085	ST 28:3;O4	C27H40O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 28:3;O4
473.28233	473.2756	.0067	WE 22:3;O5	C22H38O7	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 22:3;O5
425.25718	425.2545	.0027	FA 23:4;O5	C23H38O7	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 23:4;O5
425.25718	425.2545	.0027	FA 22:4;O3	C22H36O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 22:4;O3
425.25718	425.2545	.0027	ST 22:1;O5	C22H36O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 22:1;O5
425.25718	425.2545	.0027	FA 21:4;O3	C21H34O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 21:4;O3
425.25718	425.2545	.0027	ST 21:1;O5	C21H34O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 21:1;O5
425.25718	425.2542	.0029	LPC 11:0	C19H40NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPC 11:0
425.25718	425.2542	.0029	LPE 14:0	C19H40NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPE 14:0
641.37689	641.3671	.0097	LPI 21:0	C30H59O12P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPI 21:0
572.38334	572.3852	.0019	LPC O-20:0	C28H60NO6P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=LPC O-20:0
588.25235	588.2579	.0056	LPS 20:5	C26H42NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPS 20:5
281.24835	281.2486	.0003	FA 18:1	C18H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1
281.24835	281.2486	.0003	SFE 18:1	C18H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:1
281.24835	281.2486	.0003	FAHFA 36:1;O	C36H68O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FAHFA 36:1;O
281.24835	281.2486	.0002	TG 51:1	C54H102O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 51:1
453.32726	453.3222	.0051	ST 26:0;O6	C26H46O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 26:0;O6
453.32726	453.3222	.0051	ST 24:0;O4	C24H42O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 24:0;O4
453.32726	453.3286	.0014	PI O-40:0	C49H97O12P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI O-40:0
453.32726	453.3219	.0053	LPC O-14:0	C22H48NO6P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPC O-14:0
435.23215	435.2308	.0014	ST 26:4;O3	C25H36O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 26:4;O3
435.23215	435.2388	.0067	FA 23:6;O3	C23H34O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 23:6;O3
435.23215	435.2388	.0067	ST 23:3;O5	C23H34O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 23:3;O5
435.23215	435.2388	.0067	FA 22:6;O3	C22H32O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O3
435.23215	435.2388	.0067	ST 22:3;O5	C22H32O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O5
435.23215	435.2359	.0037	TG 52:19;O3	C55H68O9	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=TG 52:19;O3
574.39321	574.3878	.0054	LPC 22:2	C30H58NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPC 22:2
299.25897	299.2592	.0002	FA 18:0;O	C18H36O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0;O
953.53762	953.5397	.0021	PI 40:7	C49H81O13P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PI 40:7
953.53762	953.5397	.0021	PI 39:7	C48H79O13P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PI 39:7
521.26861	521.2675	.0011	ST 29:5;O6	C29H42O6	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 29:5;O6
521.26861	521.2754	.0068	LPS 18:2	C24H44NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPS 18:2
520.26534	520.2681	.0028	LPS 18:2	C24H44NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS 18:2
520.26534	520.2681	.0028	LPE 18:3	C23H42NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 18:3
452.27804	452.2783	.0002	LPC 13:0	C21H44NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPC 13:0
452.27804	452.2783	.0002	LPE 16:0	C21H44NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPE 16:0
452.27804	452.2783	.0002	LPE O-16:1;O	C21H44NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPE O-16:1;O
452.27804	452.2783	.0002	SPBP 19:1;O2	C19H40NO5P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SPBP 19:1;O2
452.27804	452.2783	.0002	PC O-14:0	C22H46NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-14:0
453.2814	453.2777	.0037	FA 26:5;O2	C26H42O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 26:5;O2
453.2814	453.2777	.0037	MG O-23:6;O	C26H42O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MG O-23:6;O
453.2814	453.2777	.0037	ST 26:2;O4	C26H42O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 26:2;O4
453.2814	453.2858	.0044	ST 24:1;O5	C24H40O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 24:1;O5
453.2814	453.2858	.0044	MG 20:4;O	C23H38O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=MG 20:4;O
453.2814	453.2858	.0044	ST 23:1;O5	C23H38O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 23:1;O5
453.2814	453.2855	.0041	LPC 13:0	C21H44NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPC 13:0
453.2814	453.2855	.0041	LPE 16:0	C21H44NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPE 16:0
453.2814	453.2855	.0041	LPE O-16:1;O	C21H44NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPE O-16:1;O
452.32406	452.3147	.0094	LPC O-14:0	C22H48NO6P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPC O-14:0
452.32406	452.3208	.0033	PI O-40:1	C49H95O12P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI O-40:1
452.32406	452.3267	.0026	LPA O-20:0	C23H49O6P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPA O-20:0
556.31698	556.3175	.0006	LPC 18:1	C26H52NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=LPC 18:1
556.31698	556.3175	.0006	PC O-18:1	C26H52NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC O-18:1
556.31698	556.3256	.0086	LPS O-18:0	C24H50NO8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPS O-18:0
568.35208	568.3620	.0099	LPS O-21:0;O	C27H56NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS O-21:0;O
568.35208	568.3620	.0099	LPC 18:0	C26H54NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 18:0
568.35208	568.3620	.0099	LPE 21:0	C26H54NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 21:0
568.35208	568.3620	.0099	PC O-18:0	C26H54NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-18:0
568.35208	568.3620	.0099	LPC 17:0	C25H52NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPC 17:0
568.35208	568.3620	.0099	LPE 20:0	C25H52NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE 20:0
568.35208	568.3620	.0099	PC O-17:0	C25H52NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-17:0
568.36359	568.3620	.0016	LPS O-21:0;O	C27H56NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS O-21:0;O
568.36359	568.3620	.0016	LPC 18:0	C26H54NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 18:0
568.36359	568.3620	.0016	LPE 21:0	C26H54NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 21:0
568.36359	568.3620	.0016	PC O-18:0	C26H54NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-18:0
568.36359	568.3620	.0016	LPC 17:0	C25H52NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPC 17:0
568.36359	568.3620	.0016	LPE 20:0	C25H52NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE 20:0
568.36359	568.3620	.0016	PC O-17:0	C25H52NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-17:0
454.2839	454.2763	.0076	NAT 20:0	C22H45NO4S	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=NAT 20:0
367.20139	367.2046	.0032	ST 21:2;O3	C21H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 21:2;O3
367.20139	367.2009	.0005	PG 30:3;O3	C36H65O13P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 30:3;O3
567.40023	567.3903	.0100	ST 30:1;O6	C30H52O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 30:1;O6
300.2048	300.2083	.0035	PA O-30:2	C33H63O7P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA O-30:2
300.2048	300.2089	.0041	FA 20:6	C20H28O2	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 20:6
300.2048	300.2089	.0041	ST 20:3;O2	C20H28O2	Neutral	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O2
367.1889	367.1891	.0002	LPA 13:0	C16H33O7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPA 13:0
699.33479	699.3282	.0066	PG 26:3;O2	C32H57O12P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PG 26:3;O2
699.33479	699.3362	.0015	PG 24:2;O3	C30H55O13P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PG 24:2;O3
699.33479	699.3362	.0015	PG 23:2;O3	C29H53O13P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PG 23:2;O3
299.20141	299.2017	.0003	FA 20:6	C20H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:6
299.20141	299.2017	.0003	ST 20:3;O2	C20H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O2
1088.69674	1088.6868	.0100	MIPC 40:0;O3	C52H102NO17P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=MIPC 40:0;O3
566.3461	566.3464	.0003	LPS 21:0	C27H54NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS 21:0
566.3461	566.3464	.0003	LPC 18:1	C26H52NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 18:1
566.3461	566.3464	.0003	PC O-18:1	C26H52NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-18:1
566.3461	566.3464	.0003	LPC 17:1	C25H50NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPC 17:1
566.3461	566.3464	.0003	LPE 20:1	C25H50NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE 20:1
567.34945	567.3539	.0044	ST 29:2;O7	C29H48O7	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 29:2;O7
567.34945	567.3536	.0042	LPS 21:0	C27H54NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPS 21:0
635.33665	635.3435	.0068	PE 25:3;O3	C30H54NO11P	Neutral	/resources/tools/chemdb_ontology?abbrev=PE 25:3;O3
367.23058	367.2279	.0027	ST 24:5;O3	C24H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 24:5;O3
367.23058	367.2257	.0049	FA 18:0;O3	C18H36O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0;O3
621.39168	621.4008	.0091	ST 27:1;O;GlcA	C33H54O7	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 27:1;O;GlcA
683.36231	683.3648	.0025	ST 33:2_O7	C33H52O11	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 33:2_O7
820.54837	820.5498	.0014	PS O-40:6	C46H80NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-40:6
820.54837	820.5498	.0014	PE O-40:7	C45H78NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-40:7
820.54837	820.5466	.0018	PI O-34:2	C43H81O12P	Neutral	/resources/tools/chemdb_ontology?abbrev=PI O-34:2
943.58298	943.5917	.0087	PI O-40:5	C49H87O12P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PI O-40:5
969.58043	969.5710	.0094	PI 41:6	C50H85O13P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PI 41:6
969.58043	969.5710	.0094	PI 40:6	C49H83O13P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PI 40:6
433.18078	433.1787	.0020	ST 24:6;O5	C24H30O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 24:6;O5
634.33338	634.3362	.0028	PE 25:3;O3	C30H54NO11P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 25:3;O3
634.33338	634.3362	.0028	PC 23:3;O3	C31H56NO11P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 23:3;O3
368.19218	368.1844	.0078	LPC 7:0	C15H32NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPC 7:0
368.19218	368.1964	.0042	LPA 13:0	C16H33O7P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPA 13:0
569.35445	569.3460	.0084	LPG O-20:1	C26H53O8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPG O-20:1
569.35445	569.3481	.0063	LPC 22:5	C30H52NO7P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPC 22:5
469.28329	469.2807	.0026	ST 24:1;O6	C24H40O6	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 24:1;O6
469.28329	469.2807	.0026	FA 23:4;O4	C23H38O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 23:4;O4
481.16903	481.1635	.0056	ST 18:4;O2;GlcA	C24H30O8	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 18:4;O2;GlcA
513.30923	513.3067	.0026	LPS O-17:0;O	C23H48NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPS O-17:0;O
430.16555	430.1636	.0019	PC 12:4	C20H32NO8P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 12:4
359.16537	359.1631	.0023	FA 18:4;O3	C18H28O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:4;O3
387.16021	387.1661	.0059	FA 16:4;O5	C16H24O7	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:4;O5
557.33514	557.3386	.0035	ST 27:1;O4;Tau	C29H51NO7S	Neutral	/resources/tools/chemdb_ontology?abbrev=ST 27:1;O4;Tau
541.33364	541.3380	.0043	LPS O-19:0;O	C25H52NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=LPS O-19:0;O
540.33035	540.3307	.0004	LPS O-19:0;O	C25H52NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS O-19:0;O
540.33035	540.3364	.0061	ST 27:1;O3;Tau	C29H51NO6S	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 27:1;O3;Tau
540.33035	540.3226	.0077	CerP 26:1;O2	C26H52NO6P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=CerP 26:1;O2
540.33035	540.3226	.0077	LPC O-18:2	C26H52NO6P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=LPC O-18:2
540.33035	540.3307	.0004	LPC 16:0	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 16:0
540.33035	540.3307	.0004	LPE 19:0	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 19:0
540.33035	540.3307	.0004	LPE O-19:1;O	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE O-19:1;O
540.33035	540.3307	.0004	PC O-16:0	C24H50NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-16:0
540.33035	540.3307	.0004	LPC 15:0	C23H48NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPC 15:0
540.33035	540.3307	.0004	LPE 18:0	C23H48NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE 18:0
540.33035	540.3307	.0004	LPE O-18:1;O	C23H48NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE O-18:1;O
608.31747	608.3205	.0031	PE 23:2;O3	C28H52NO11P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 23:2;O3
608.31747	608.3205	.0031	PE 22:2;O	C27H50NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE 22:2;O
608.31747	608.3205	.0031	LPS 20:2	C26H48NO9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPS 20:2
461.25163	461.2545	.0029	ST 24:4;O5	C24H34O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 24:4;O5
461.25163	461.2492	.0025	CL 36:4	C45H82O15P2	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=CL 36:4
615.2894	615.2940	.0046	LPG 22:6	C28H45O9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPG 22:6
566.26759	566.2736	.0060	LPS 18:2	C24H44NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPS 18:2
566.26759	566.2736	.0060	LPS 17:2	C23H42NO9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPS 17:2
536.25186	536.2549	.0031	LPE 20:4	C25H44NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=LPE 20:4
550.31456	550.3151	.0005	LPS 20:1	C26H50NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS 20:1
550.31456	550.3151	.0005	PE 21:1;O	C26H50NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 21:1;O
550.31456	550.3151	.0005	LPC 17:2	C25H48NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 17:2
550.31456	550.3151	.0005	LPE 20:2	C25H48NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 20:2
351.22069	351.2177	.0030	FA 20:4;O3	C20H32O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4;O3
351.22069	351.2177	.0030	FA 19:4;O	C19H30O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:4;O
351.22069	351.2177	.0030	ST 19:1;O3	C19H30O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O3
351.22069	351.2177	.0030	FA 18:4;O	C18H28O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:4;O
351.22069	351.2241	.0035	PG 31:2	C37H69O10P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 31:2
351.22069	351.2175	.0032	SPBP 16:1;O2	C16H34NO5P	Neutral	/resources/tools/chemdb_ontology?abbrev=SPBP 16:1;O2
485.33744	485.3403	.0029	ST 28:0;O4	C28H50O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 28:0;O4
506.32477	506.3252	.0005	LPC 17:1	C25H50NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPC 17:1
506.32477	506.3252	.0005	LPE 20:1	C25H50NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPE 20:1
506.32477	506.3252	.0005	PC O-18:1	C26H52NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-18:1
506.32477	506.3244	.0004	ST 29:3;O7	C29H46O7	Neutral	/resources/tools/chemdb_ontology?abbrev=ST 29:3;O7
447.275	447.2752	.0002	FA 26:6;O4	C26H40O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 26:6;O4
447.275	447.2672	.0078	ST 27:4;O3	C27H40O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 27:4;O3
447.275	447.2752	.0002	MG 22:6	C25H38O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=MG 22:6
447.275	447.2752	.0002	ST 26:3;O3	C25H38O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 26:3;O3
447.275	447.2752	.0002	ST 24:3;O4	C24H36O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 24:3;O4
614.26829	614.2736	.0053	LPS 22:6	C28H44NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPS 22:6
563.27116	563.2627	.0085	PA 23:3;O3	C26H45O11P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PA 23:3;O3
563.27116	563.2627	.0085	LPG 18:4	C24H41O9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPG 18:4
959.60099	959.5946	.0063	MIPC 34:0;O3	C46H90NO17P	Neutral	/resources/tools/chemdb_ontology?abbrev=MIPC 34:0;O3
321.21015	321.2071	.0030	ST 19:1;O4	C19H30O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O4
321.21015	321.2071	.0030	FA 18:4	C18H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:4
321.21015	321.2071	.0030	ST 18:1;O2	C18H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 18:1;O2
321.21015	321.2071	.0030	FA 17:4	C17H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 17:4
321.21015	321.2136	.0034	PA 32:2	C35H65O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 32:2
592.27394	592.2812	.0072	PC 20:4	C28H48NO8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC 20:4
